Keyword,Tweet Text,Translated Text
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"MyWheels doet proef in Utrecht met deelauto’s die stroom terugleveren aan het net https://t.co/KSLGxN86o3 

Dat zijn dan ook 150 laadpalen die min of meer permanent bezet zijn. 

Overigens zijn deelauto's erg prijzig. Vooralsnog weggelegd voor idealisten.","MyWheels is conducting a trial in Utrecht with shared cars that feed electricity back into the grid https://t.co/KSLGxN86o3

That means 150 charging stations that are more or less permanently occupied.

By the way, shared cars are very expensive. For the time being reserved for idealists."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Accu van één elektrische deelauto kan 15 huizen van stroom voorzien: in Utrecht kan het en zo werkt het https://t.co/vFzYnEO0ET,The battery of one electric shared car can supply 15 houses with power: it is possible in Utrecht and this is how it works https://t.co/vFzYnEO0ET
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Accu van één elektrische deelauto kan 15 huizen van stroom voorzien: in Utrecht kan het en zo werkt het https://t.co/JTR1kk6W26,The battery of one electric shared car can supply 15 houses with power: it is possible in Utrecht and this is how it works https://t.co/JTR1kk6W26
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@IngridPira1 Ik wil mijn auto steeds beschikbaar als ik hem nodig heb.

No way dat ik mijn vrijheid ga laten afhangen van de beschikbaarheid van een deelauto.","@IngridPira1 I want my car to always be available when I need it.

No way am I going to let my freedom depend on the availability of a shared car."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@bessedirkie En dat de auto is exact zoals je hem wil en voor of vlakbij de deur.
Wij hebben thuis 1 auto en gebruiken soms een deelauto. Is toch wel moeilijk.","@bessedirkie And that the car is exactly the way you want it and in front of or near the door.
We have 1 car at home and sometimes use a shared car. It's difficult though."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@IngridPira1 elke keer dat ik dacht ""ik wil een deelauto overwegen"", valt het mij op hoe onbruikbaar dat is als je dagelijks een auto nodig hebt... of niet je hele leven volgens een strikte planning loopt","@IngridPira1 every time I thought ""I want to consider a car share"" I'm struck by how useless that is if you need a car every day... or don't live your whole life according to a strict schedule"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Deelauto’s overdag opladen en ’s avonds voorzien ze de hele buurt van stroom: zo werkt het https://t.co/x6ZmR6QOFk,Shared cars charge during the day and in the evening they provide the entire neighborhood with power: this is how it works https://t.co/x6ZmR6QOFk
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Deelauto’s overdag opladen en ’s avonds voorzien ze de hele buurt van stroom: zo werkt het https://t.co/aMqKkHzY5X https://t.co/sh7NAeN3XP,Shared cars charge during the day and in the evening they provide the entire neighborhood with power: this is how it works https://t.co/aMqKkHzY5X https://t.co/sh7NAeN3XP
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Deelauto’s overdag opladen en ’s avonds voorzien ze de hele buurt van stroom: zo werkt het https://t.co/29hvQl5hQS,Charging shared cars during the day and in the evening they provide the entire neighborhood with power: this is how it works https://t.co/29hvQl5hQS
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Deelauto’s overdag opladen en ’s avonds voorzien ze de hele buurt van stroom: zo werkt het https://t.co/EX1FmrWUaT,Charging shared cars during the day and in the evening they provide the entire neighborhood with power: this is how it works https://t.co/EX1FmrWUaT
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@bessedirkie Er zijn veel mensen die wel in het profiel van de deelauto passen. Mijn ouders (+70j) hadden 2 wagens. Sinds ze verhuisd zijn naar een appartement in het centrum van Genk, hebben ze beide wagens weggedaan en gebruiken ze de Cambio wagens die voor hun deur staan.","@bessedirkie There are many people who fit the profile of the shared car. My parents (+70 years old) had 2 cars. Since they moved to an apartment in the center of Genk, they have gotten rid of both cars and use the Cambio cars in front of their door."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Greenwheels @nrc Voor ons was het verkopen van onze auto een grote opluchting. Geen lasten van een eigen auto maar de vrijheid van zelf kunnen kiezen hoe we reizen. Al ruim 10 jaar heel blij met deelauto’s van @Greenwheels.,"@Greenwheels @nrc For us, selling our car was a big relief. No burden of having your own car, but the freedom of being able to choose how we travel. Very happy with shared cars from @Greenwheels for over 10 years."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Televisie kijken met teruggeleverde stroom van deelauto | Gedeeld artikel van AD. Een mooie ontwikkeling die landelijk voortgang zou moeten krijgen.  https://t.co/rTWn9kRSwK,Watching television with electricity supplied from a shared car | Shared article from AD. A great development that should be progressed nationally. https://t.co/rTWn9kRSwK
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@FransReichardt @schimmpie @HenryLootens @yddeb Mijn ticket al gekocht en etentje op voorhand met #groenedoeners al geboekt! Maar die 2 extra tickets kunnen dan wel nog 2 extra Belgen meebrengen die gratis met de #DRZMKRMT #deelauto naar het #EnergieTheater mogen meerijden!
Laat ze maar komen!","@FransReichardt @schimmpie @HenryLootens @yddeb Already bought my ticket and already booked dinner in advance with #groendoeners! But those 2 extra tickets can bring 2 extra Belgians who can ride with the #DRZMKRMT #sharecar to the #EnergyTheater for free!
Keep them coming!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Twijfel je om je auto weg te doen? Deze mensen deden het, en ze zijn er gelukkig mee! Benieuwd naar hun verhalen? Je leest ze via @nrc 🌿🚗 🚲.

https://t.co/2XflhuJPBR

💬 Wat zijn jouw ervaringen? Laat het weten in de reacties!

#greenwheels #deelauto #duurzaamen","Are you hesitating to get rid of your car? These people did it, and they are happy about it! Curious about their stories? You can read them via @nrc 🌿🚗 🚲.

https://t.co/2XflhuJPBR

💬 What are your experiences? Let me know in the comments!

#greenwheels #car sharing #sustainable"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Krid_Stems @MartijnDupre @Karinvr066 @KarenLiesens Nee hoor - je hebt OV, deelauto’s en taxi’s of familie. Maar autobezit is veel duurder dan sommige inbeelden, zeker als je het niet frequent genoeg gebruikt. En zeker als je geen budget genoeg hebt.","@Krid_Stems @MartijnDupre @Karinvr066 @KarenLiesens No - you have public transport, shared cars and taxis or family. But car ownership is much more expensive than some imagine, especially if you don't use it frequently enough. And especially if you don't have enough budget."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Maar hey, hier is €5000 voor een elektrische wagen.. 🤷🏼‍♀️

Individueel wagenbezit promoten is zo fout. Keuze voor investeringen in elektrische deelauto’s en openbaar vervoer is groener, socialer en verstandiger. Maar blijkbaar gaat het weer om snel scoren voor de verkiezingen. https://t.co/syIaDZUWYd","But hey, here's €5000 for an electric car.. 🤷🏼‍♀️

Promoting individual car ownership is so wrong. Choosing to invest in electric shared cars and public transport is greener, more social and wiser. But apparently it's all about scoring quickly before the elections. https://t.co/syIaDZUWYd"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Utrecht heeft primeur met stroomleverende elektrische deelauto’s - https://t.co/E0GSCphgOA
Utrecht krijgt eind dit jaar 300 deelauto's die stroom kunnen leveren aan het elektriciteitsnet. De deelauto's worden geladen met beschikbare zon- en windenergie en kunnen deze energie t... https://t.co/pekeFpQyyI","Utrecht has a scoop with power-supplying electric shared cars - https://t.co/E0GSCphgOA
Utrecht will receive 300 shared cars at the end of this year that can supply power to the electricity grid. The shared cars are charged with available solar and wind energy and can use this energy... https://t.co/pekeFpQyyI"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@NaomiCambien Waarom moet privé wagenbezit perse gesubsidieerd worden?
Om mensen die twijfelen toch te overhalen een privé wagen te kopen ipv een deelauto, fiets of openbaar vervoer?
Of om mensen te laten kiezen voor een werkplek/school voor hun kinderen op autoafstand ipv wandelafstand?","@NaomiCambien Why should private car ownership be subsidized?
To persuade people who are in doubt to buy a private car instead of a shared car, bicycle or public transport?
Or to let people choose a workplace/school for their children within car distance instead of walking distance?"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Felle discussie over deelvervoer: tussen 'wensdenken' en 'noodzaak' https://t.co/oz68WbefIh,Fierce discussion about shared transport: between 'wishful thinking' and 'necessity' https://t.co/oz68WbefIh
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@polpollle6 @rrustema @nrc Deelauto's zijn in hele land te vinden, zeker ook in provinciesteden buiten de Randstad bijv Groningen en Gelderland. Auto-afhankelijkheid kan per gemeente verschillen oa door nabijheid voorzieningen en OV https://t.co/lKDwuKxByA","@polpollle6 @rrustema @nrc Shared cars can be found throughout the country, especially in provincial towns outside the Randstad, such as Groningen and Gelderland. Car dependency may differ per municipality, including due to proximity to facilities and public transport https://t.co/lKDwuKxByA"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,300 Utrechtse deelauto's werken als 'buurtbatterij' #rally https://t.co/YoOnJsRiBW,300 Utrecht shared cars work as a 'neighborhood battery' #rally https://t.co/YoOnJsRiBW
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Felle discussie over deelvervoer: tussen 'wensdenken' en 'noodzaak': [AMERSFOORT] Vrijwel de hele gemeenteraad is vóór het stimuleren van deelvervoer. Dat kan door middel van een goed openbaar vervoer, het beperken van parkeerruimte voor eigen auto's en… https://t.co/t7FDleO4e4","Fierce discussion about shared transport: between 'wishful thinking' and 'necessity': [AMERSFOORT] Almost the entire municipal council is in favor of encouraging shared transport. This can be done through good public transport, limiting parking space for private cars and… https://t.co/t7FDleO4e4"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Leuk artikel over autovrije mensen! Laten we het voor meer mensen makkelijk(er) maken hun auto weg te doen. Alternatieven zoals lopen, fietsen, ov en deelmobiliteit kunnen we stimuleren! 

#auto #fiets #ov #deelauto #deelmobiliteit #STOMP 

https://t.co/hLmicOmGvG","Nice article about car-free people! Let's make it easier for more people to get rid of their car. We can encourage alternatives such as walking, cycling, public transport and shared mobility!

#car #bicycle #public transport #sharecar #sharemobility #STOMP

https://t.co/hLmicOmGvG"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Stand van zaken Samenwerkingsprogramma Deelmobiliteit en reactie op toezeggingen deelauto #circulair https://t.co/rklN2FDirC,State of play Shared Mobility Collaboration Program and response to car sharing commitments #circular https://t.co/rklN2FDirC
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@IngridPira1 Niemand houdt u tegen om met een deelauto te rijden. Ik rijdt niet met een wagen waar jan en alleman gebruik van maakt. Net zoals u mag ik mijn eigen keuze maken, het gaat tenslotte over de veiligheid van mijn gezin en mijzelf en daar blijft u en iedereen van af..","@IngridPira1 Nobody stops you from driving a shared car. I don't drive a car that everyone uses. Just like you, I can make my own choice, after all it is about the safety of my family and myself and you and everyone else stay away from that.."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@rtvutrecht Dit concept begrijp ik niet zo. Wil ik een deelauto is de buurvrouw net onder de douche geweest en zijn de accu's leeg. Hoe werkt dat?,"@rtvutrecht I don't really understand this concept. If I want a shared car, the neighbor has just taken a shower and the batteries are empty. How does that work?"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@VermeylenS @IngridPira1 En dat mag😊.

Ik hoop nog 5 jaar te kunnen rijden vooraleer ik voor een keuze sta. Hoop dat het keuzeaanbod tegen dan diverser is. Hoop op meer netwerkeffect deelauto´s zodat de keuze valt op geen auto meer kopen. Goedkoper, geen upfront cost, platgeslagen cashflow en gezonder.","@VermeylenS @IngridPira1 And that's allowed😊.

I hope to be able to drive for another 5 years before I am faced with a choice. Hopefully the selection will be more diverse by then. Hope for more network effect of shared cars so that the choice is not to buy a car anymore. Cheaper, no upfront costs, crushed cash flow and healthier."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Stand van zaken Samenwerkingsprogramma Deelmobiliteit +reactie op toezeggingen deelauto @suzanne_GL @LisaGinneken @HarmenKrul 

Kamerbrief @MinIenW
Natuurlijk!Deelmobiliteit
https://t.co/U2wnPVpHsx","State of affairs Shared Mobility Collaboration Program + response to car sharing commitments @suzanne_GL @LisaGinneken @HarmenKrul

Letter to Parliament @MinIenW
Of course! Shared mobility
https://t.co/U2wnPVpHsx"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"MyWheels gaat op termijn vehicle-to-grid-deelauto's aanbieden in Utrecht. Hiervoor gaat het bedrijf samenwerken met We Drive Solar, dat al een v2g-deelautopilot in de stad heeft. Met de samenwerking kunnen de MyWheels-auto's straks energie... https://t.co/ZwvhxdvGVz","MyWheels will eventually offer vehicle-to-grid shared cars in Utrecht. For this purpose, the company will collaborate with We Drive Solar, which already has a V2G sharing autopilot in the city. With the collaboration, the MyWheels cars will soon be able to use energy... https://t.co/ZwvhxdvGVz"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,We Drive Solar en MyWheels gaan samenwerken voor v2g-deelauto's in Utrecht https://t.co/jV1IVLwtEk,We Drive Solar and MyWheels will collaborate for v2g shared cars in Utrecht https://t.co/jV1IVLwtEk
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Utrecht krijgt na geslaagde pilot driehonderd deelauto's als buurtbatterij https://t.co/mVBz6tARF6 https://t.co/gKgzp2rMRj,"After a successful pilot, Utrecht will receive three hundred shared cars as a neighborhood battery https://t.co/mVBz6tARF6 https://t.co/gKgzp2rMRj"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@FransenMarc @antwerpenize Ik ben anti-egoisme. Heel on topic hier.
En ik kies een vervoermiddel in functie van mijn verplaatsing, en bezit er geen. Soms ook een deelauto, wanneer mensen op slecht bereikbare plaatsen bouwproblemen hebben bv. .","@FransenMarc @antwerpenize I am anti-egoism. Very on topic here.
And I choose a means of transport according to my journey, and do not own one. Sometimes also a shared car, when people have construction problems in poorly accessible places, for example."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Bijna 1 miljoen nieuwe woningen gepland in NL tot 2030, waardoor Utrecht voor een mobiliteitsuitdaging staat. Hoogleraar Bart van Arem onderzoekt autovrije steden met deelvervoer en minder parkeren, zoals in Merwede, Utrecht. Hoe zie jij de toekomst van steden en mobiliteit? 🏙️ https://t.co/lmrZSOAqtT","Nearly 1 million new homes planned in the Netherlands until 2030, causing Utrecht to face a mobility challenge. Professor Bart van Arem researches car-free cities with shared transport and less parking, such as in Merwede, Utrecht. How do you see the future of cities and mobility? 🏙️ https://t.co/lmrZSOAqtT"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@BiekeTreesje Premie geldt ook voor elektrische deelauto's.,@BiekeTreesje Premium also applies to electric shared cars.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@RaadAmersfoort ""Deelvervoer; Hoe kan dat gestimuleerd worden?""
Waarom zou je als Gemeente deelvervoer überhaupt willen stimuleren? 
Leuk dat deelvervoer bestaat, maar er zijn ook mensen die voorkeur hebben voor eigen vervoer. Ga dan beide soorten vervoer stimuleren.","@RaadAmersfoort ""Shared transport; How can that be encouraged?""
Why would a municipality want to encourage shared transport at all?
It's nice that shared transport exists, but there are also people who prefer their own transport. Then encourage both types of transport."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,De commissie Omgeving🏗️praat vanmiddag v.a. 14.30u over het collegevoorstel om een omgevingsadviesraad in te stellen voor de plaatsing van 2 windturbines op Isselt. Verder op de agenda: deelvervoer. Hoe kan dat gestimuleerd worden?  Vergaderstukken/volgen: https://t.co/2u8YkjnenP https://t.co/pBk43mQJCD,The Environment Committee 🏗️ is talking this afternoon from 2.30 pm on the council's proposal to set up an environmental advisory council for the installation of 2 wind turbines on Isselt. Further on the agenda: shared transport. How can that be stimulated? Meeting notes/follow: https://t.co/2u8YkjnenP https://t.co/pBk43mQJCD
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Uit de monitor Duurzaam Leven van @milieucentraal : de deelauto heeft nog weinig draagvlak. https://t.co/zzMrSwVmB2,From the Sustainable Living monitor of @milieucentraal: the shared car still has little support. https://t.co/zzMrSwVmB2
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Endura start project elektrische deelauto's in Harderwijk: oplossing voor groeiende parkeerproblemen: [HARDERWIJK] Binnenkort kunnen inwoners van Harderwijk samen gebruikmaken van elektrische auto's. Dit ambitieuze initiatief van Endura, zal later dit… https://t.co/RLxTd1j59a https://t.co/PXnLXZp6qt",Endura starts electric car sharing project in Harderwijk: solution to growing parking problems: [HARDERWIJK] Harderwijk residents will soon be able to use electric cars together. This ambitious initiative by Endura will later… https://t.co/RLxTd1j59a https://t.co/PXnLXZp6qt
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Amsterdam1012 Fietsen en scooter stalling openbare ruimte #deelvervoer #Amsterdam,@Amsterdam1012 Bicycle and scooter storage in public space #shared transport #Amsterdam
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Endura start project elektrische deelauto's in Harderwijk: oplossing voor groeiende parkeerproblemen https://t.co/zTk16WvIlK,Endura starts electric car sharing project in Harderwijk: solution for growing parking problems https://t.co/zTk16WvIlK
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@WoutBaert We verwachten dat we hier een effect van gaan zien, ja. Toen de vorige premie geschrap werd, zagen we dat de opmars van elektrische deelauto's plots stokte. Nu verwachten we weer een stijging.","@WoutBaert We expect to see an effect of this, yes. When the previous premium was scrapped, we saw that the rise of electric shared cars suddenly stopped. Now we expect an increase again."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,4/5 ▶️ Vandaag is 24% van de Vlaamse deelauto's elektrisch aangedreven. Vlaanderen is daarmee een internationale koploper. Met deze premie kunnen we die koppositie bestendigen en zelfs vergroten.,"4/5 ▶️ Today, 24% of Flemish shared cars are electrically powered. Flanders is therefore an international leader. With this premium we can consolidate and even increase that leading position."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Over de premie voor elektrische wagens. Het is goed dat die ook geldt voor deelauto's. Zo kan de autodeelvloot verder elektrificeren. Want zero-emissie mobiliteit is goed, maar gedeelde zero-emissie mobiliteit is nog beter.  #deelmobiliteit #duurzamemobiliteit #modalshift https://t.co/yAwbRIMcvj","About the premium for electric cars. It is good that this also applies to shared cars. This way, the car-sharing fleet can be further electrified. Because zero-emission mobility is good, but shared zero-emission mobility is even better. #sharemobility #sustainablemobility #modalshift https://t.co/yAwbRIMcvj"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@LauRademakers1 U hebt de vrijheid  (overgesubsidieerd) openbaar vervoer of deelvervoer te verkiezen boven persoonlijk vervoer. Anderen hebben de vrijheid op het tegenovergestelde. U hoeft uw zienswijze niet op te dringen als de beter keuze: dat is ze niet.,@LauRademakers1 You have the freedom to choose (over-subsidized) public transport or shared transport over personal transport. Others have the freedom to do the opposite. You don't have to present your view as the better choice: it isn't.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@RubenBaetens Ah, dat werpt de vraag op: is de premie beschikbaar voor deelauto-aanbieders?","@RubenBaetens Ah, that raises the question: is the premium available to car-sharing providers?"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@ConferencesMaas @_marcklaver Fijn dat jullie reageerden en al met deelauto's op pad gingen!,@ConferencesMaas @_marcklaver Great that you responded and started using shared cars!
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Utrecht krijgt 300 deelauto's die niet alleen stroom verbruiken, maar ook opleveren https://t.co/L9tqDLuwAE","Utrecht will receive 300 shared cars that not only consume electricity, but also generate electricity https://t.co/L9tqDLuwAE"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Elektrische deelauto’s in gemeente Beekdaelen: onderzoek naar belangstelling en duurzame mobiliteit https://t.co/yY3XYtMlQ6 via @045online,Electric shared cars in the municipality of Beekdaelen: research into interest and sustainable mobility https://t.co/yY3XYtMlQ6 via @045online
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"En mensen met zonnepanelen maar boetes betalen, omdat ze stroom terugleveren...ondertussen in GroenLinks deugstad Utrecht:

Utrecht heeft wereldprimeur met 300 deelauto’s die stroom kunnen leveren https://t.co/b75Y59mgix","And people with solar panels keep paying fines because they feed back electricity... meanwhile in GroenLinks virtue city Utrecht:

Utrecht has a world first with 300 shared cars that can supply electricity https://t.co/b75Y59mgix"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,300 Utrechtse deelauto's werken als 'buurtbatterij' - AutoWeek https://t.co/cdb98jN03V,300 Utrecht shared cars work as a 'neighborhood battery' - AutoWeek https://t.co/cdb98jN03V
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Pascal_Amsterda Goedemorgen Pascal, wij kunnen inderdaad alleen een melding maken als de foutgeparkeerde deelscooter er nog staat. Zie ook https://t.co/iJXJo1rqP8. Laat me weten als je verder nog vragen of meldingen hebt. Vriendelijke groet, ^WS","@Pascal_Amsterda Good morning Pascal, we can indeed only make a report if the illegally parked shared scooter is still there. See also https://t.co/iJXJo1rqP8. Let me know if you have any further questions or concerns. Kind regards, ^WS"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,MyWheels doet proef in Utrecht met deelauto’s die stroom terugleveren aan het net https://t.co/eds2IMIDvl,MyWheels is conducting a trial in Utrecht with shared cars that feed electricity back into the grid https://t.co/eds2IMIDvl
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Utrecht heeft wereldprimeur met 300 deelauto’s die stroom kunnen leveren https://t.co/nd2Z5TQ04i,Utrecht has a world first with 300 shared cars that can supply electricity https://t.co/nd2Z5TQ04i
